card_name,card_description,card_price,link_to_card
Шампунь от перхоти для сухой кожи головы / К05 DANDRUFF AND DRY SCALP SHAMPOO 250 мл,"Подходит для волос с перхотью или для сухой и зудящей кожи головы. Очищает кожу головы и волосы, препятствуя образованию сухой перхоти, благодаря высокоактивным компонентам в составе. Пироктон оламин и масло чайного дерева обладают антибактериальными, противовоспалительными...",1410,https://www.proficosmetics.ru/catalog/40838/
Шампунь для объема тонких волос / БИОЛАЖ ВОЛЬЮМБЛУМ 250 мл,"Тонким волосам не хватает объема, они могут трудно поддаваться укладке. Вдохновленный способностью цветка хлопка увеличиваться в объеме и сохранять мягкость, шампунь Биолаж ВольюмБлум приподнимает тонкие волосы, обеспечивая длительный, упругий объем*. Деликатно очищает волосы, придает невесомый...",901,https://www.proficosmetics.ru/catalog/71367/
Шампунь увлажняющий для сухих волос / БИОЛАЖ ГИДРАСУРС 250 мл,"Увлажняющий шампунь Биолаж Гидрасурс – здоровье и сила ваших волос. Сухие волосы часто выглядят тускло и безжизненно, что создает непривлекательный вид, затрудняет расчесывание, ухудшает настроение обладательнице таких локонов. Но теперь у вас не будет подобных проблем, ведь есть увлажняющий...",901,https://www.proficosmetics.ru/catalog/71369/
Шампунь против выпадения волос / Treatment 250 мл,"Интенсивный шампунь, который содержит эффективные ингредиенты и натуральные лечебные экстракты для предотвращения выпадения волос. Экстракт шишек хмеля укрепляет волосяные луковицы, предотвращает выпадение волос, улучшает обменные процессы в эпидермисе, стимулирует местное кровообращение и...",415,https://www.proficosmetics.ru/catalog/72662/
Шампунь против перхоти / Treatment 250 мл,"Эффективный и безопасный шампунь для борьбы с перхотью. В основе содержит пиритион цинка, который обладает выраженными антимикотическими свойствами и способен устранять перхоть, предупреждая ее повторное образование. Пиритион цинка также уничтожает вредные микроорганизмы, сохраняя при этом...",415,https://www.proficosmetics.ru/catalog/72663/
Шампунь для прямых волос / Smooth and Curly 300 мл,"Выпрямляющий шампунь для непослушных волос деликатно очищает волосы и кожу головы. Масло хлопка придаёт волосам жизненную силу и укрепляет их структуру по всей длине. Протеины хлопка и моющие компоненты растительного происхождения не только эффективно очищают волосы от загрязнений, но и приводят их...",400,https://www.proficosmetics.ru/catalog/72707/
Шампунь с гиалуроновой кислотой для плотности волос 350 мл,"ШАМПУНЬ ДЛЯ ПЛОТНОСТИ С ГИАЛУРОНОВОЙ КИСЛОТОЙ ДЛЯ ТОНКИХ, ЛИШЕННЫХ ГУСТОТЫ И ОСЛАБЛЕННЫХ ВОЛОС. Деликатно очищает, внося элементы для восстановления, придания эластичности и плотности, для получения более густого и мягкого волоса. Придает яркость, защищает и увлажняет не утяжеляя. Активные...",1260,https://www.proficosmetics.ru/catalog/88654/
Шампунь для седых волос / SILVER 300 мл,"Основные проблемы седых и обесцвеченных волос — истончение, сухость, ломкость и отсутствие блеска. Шампунь Silver придает блеск седым и обесцвеченным волосам, эффективно нейтрализует нежелательные оттенки. Магний в составе оказывает укрепляющий эффект, а специальные...",1180,https://www.proficosmetics.ru/catalog/43798/
Шампунь питательный с аргановым маслом 350 мл,"ДЛЯ СУХИХ, ТУСКЛЫХ ВОЛОС. Деликатно очищает, делая волосы блестящими, легкими и шелковистыми. Оказывает защитное и антиоксидантное действие, особенно подходящее для чувствительных, окрашенных, тусклых и безжизненных волос. Активные ингредиенты: аргановое масло. Способ применения: нанести на мокрые...",1260,https://www.proficosmetics.ru/catalog/88676/
Шампунь для непослушных волос / LISS UNLIMITED 300 мл,"Многие девушки знакомы с проблемой «непослушных» волос: они плохо держат укладку, склонны к электризации, путаются. Уход за такими волосами должен обязательно содержать увлажняющие и питательные компоненты. Шампунь Liss Unlimited мягко очищает волосы,...",1180,https://www.proficosmetics.ru/catalog/120590/
"Шампунь укрепляющий для волос, для мужчин 300 мл","Шампунь разработан для ежедневного ухода за нормальными и ослабленными волосами, для укрепления тонких и редких волос, склонных к выпадению. Нормализует гидро-липидный баланс кожи головы, делает волосы более сильными и густыми, ухаживает и защищает от воздействия факторов окружающей среды....",1265,https://www.proficosmetics.ru/catalog/130323/
Шампунь для всех типов волос Маракуйя / Aromatic Symphony 350 мл,"Шампунь для всех типов волос Маракуйя Aromatic Symphony - шампунь для частого использования предназначен для всех типов волос. Эффективно очищает волосы от загрязнений и остатков укладочных средств, значительно усиливает устойчивость волоса к повреждающим воздействиям химических веществ, защищает...",270,https://www.proficosmetics.ru/catalog/163712/
Шампунь для всех типов волос Молочко миндального ореха / Aromatic Symphony 350 мл,"Шампунь для всех типов волос Молочко миндального ореха Aromatic Symphony - шампунь для частого использования предназначен для всех типов волос. Эффективно очищает волосы от загрязнений и остатков укладочных средств, значительно усиливает устойчивость волоса к повреждающим воздействиям химических...",270,https://www.proficosmetics.ru/catalog/163714/
Шампунь восстанавливающий для поврежденных волос / K-PAK Relaunched 1000 мл,"Шампунь восстанавливающий для поврежденных волос K-PAK Relaunched - шелковистая пена для блестящих и послушных волос. Этот мягкий шампунь, содержащий кератин и экстракт гуавы, помогает укрепить слабые пряди и предотвратить повреждения в будущем. В отличие от традиционных шампуней, которые могут...",9861,https://www.proficosmetics.ru/catalog/3007028/
Шампунь от перхоти для жирной кожи головы / К05 DANDRUFF AND OILY SCALP SHAMPOO 500 мл,"Шампунь от перхоти для жирной кожи головы. Подходит для зудящей или жирной кожи головы. Глубоко очищает кожу головы и волосы, способствуя удалению чешуек и накоплений кожного сала, регулируя секрецию сальных желез. Экстракт шиповника оказывает очищающее, противогрибковое,...",1765,https://www.proficosmetics.ru/catalog/3073571/
Шампунь для сухих и поврежденных волос / Refill My Hair 1000 мл,"Шампунь для сухих и поврежденных волос Refill My Hair бережно очищает и помогает восстановить естественный уровень влаги в волосах, предотвращает обезвоживание. Придаёт волосам мягкость и блеск. Органический экстракт кладонии снежной - восстанавливает гидролипидный баланс. Комплекс аминокислот -...",1230,https://www.proficosmetics.ru/catalog/3074043/
Шампунь-детокс для всех типов волос / Refresh My Scalp 250 мл,"Шампунь-детокс для всех типов волос Refresh My Scalp глубоко, но деликатно очищает кожу головы и волосы от загрязнений, себума, остатков средств для укладки. Дарит приятное ощущение легкости и свежести. Органический экстракт дикой мяты – эффективно очищает и тонизирует кожу головы. Аллантоин –...",520,https://www.proficosmetics.ru/catalog/3074046/
Шампунь питательный оттеночный для оттенков блонд серебро 200 мл,"Питательный оттеночный шампунь для придания и поддержания цвета волосам оттенков блонд. Содержащийся в составе экстракт Облепихи увлажняет осветлённые, обесцвеченные волосы и кожу головы; питает и защищает сухие и повреждённые волосы. Сбалансированный комплекс цветовых пигментов придаёт серебристый...",455,https://www.proficosmetics.ru/catalog/3066043/
Шампунь сухой для волос / Fresh&Up 150 мл,"Освежающий сухой шампунь с мгновенным эффектом чистых волос. Абсорбирует излишки выделения сальных и потовых желёз без использования воды. Подходит для всех типов волос. Экстракт Бамбука и Пантенол обеспечивают защиту волос от обезвоживания, Рисовый крахмал обладает абсорбирующими свойствами. Масло...",470,https://www.proficosmetics.ru/catalog/3066713/
Шампунь с биотином для укрепления и стимуляции роста волос / Biotin Energy 750 мл,"Серия «Fragrance free» не имеет парфюмированных добавок. Шампунь с биотином благоприятно воздействует на корни и кожу головы, уменьшает выпадение волос, восстанавливает структуру. Биотин участвует в производстве кератина, предотвращает выпадение волос и появление...",1765,https://www.proficosmetics.ru/catalog/3092274/
"Крем-шампунь нейтрализующий, фиолетовый / Serie Expert Chroma Creme 500 мл","При окрашивании/балаяже русых, светло коричневых и темных волос, цвет может постепенно тускнеть, проявляя нежелательные теплые оранжевые и красные блики. Чтобы сохранить красивый, равномерный и холодный оттенок, необходим нейтрализующий шампунь в зависимости от оттенка...",1738,https://www.proficosmetics.ru/catalog/3095498/
Шампунь для придания холодного оттенка / SUPERPLEX 100 мл,"Шампунь с аминокислотами Кератина и комплексом пигментов для нейтрализации нежелательных желтых оттенков на светлых, седых или обесцвеченных волосах. Деликатно очищает, придает волосам силу и объем, делает их более послушными. Содержит специальный комплекс против ломкости волос Anti-Breakage...",720,https://www.proficosmetics.ru/catalog/3106042/
Шампунь для восстановления баланса кожи головы / ICE Scalp Expert 250 мл,"Шампунь для восстановления баланса кожи головы глубоко, но бережно очищает от избытка себума, сальных пробок и остатков стайлинга, помогает сбалансировать микробиом кожи головы. Нейтрализует неприятный запах, оказывает охлаждающий эффект. - Органический экстракт можжевельника - восстанавливает...",515,https://www.proficosmetics.ru/catalog/3107729/
Шампунь восстанавливающий / 3Action 250 мл,"Восстанавливающий шампунь. Интенсивная реструктурирующая процедура с формулой, разработанной для тонких волос и поврежденных химическими процедурами или воздействием атмосферных агентов. Уже после первого применения волосы становятся более плотными, эластичными и блестящими.",3245,https://www.proficosmetics.ru/catalog/3112274/
Шампунь для устранения нежелательных желтых оттенков / NOYELLOW 275 мл,"Шампунь для устранения нежелательных желтых оттенков со светлых, обесцвеченных и седых волос. Нейтрализует нежелательные желто-оранжевые оттенки и усиливает холодное направление тона. Деликатно очищает и укрепляет даже сильно поврежденные волосы, придает сияние и улучшает текстуру светлых волос....",1285,https://www.proficosmetics.ru/catalog/3112976/
Шампунь интенсивной очистки /Alt Action 1000 мл,"Профессиональный шампунь Matrix Alt Action интенсивно очищает волосы, помогает смыть остатки средств для укладки. Шампунь очищает волосы, возвращая им объем и сияние.",1705,https://www.proficosmetics.ru/catalog/3106473/
Шампунь антижелтый для волос / BLONDE ELEVATION SHAMPOO 300 мл,"Шампунь антижелтый для чистого и абсолютно безупречного блонда. Обеспечивает тонирование нежелательной желтизны, подчеркивает естественность седых волос, придет плотность осветленным, обесцвеченным волосам. Антижелтый шампунь, формула которого основана на экстракте винограда...",1335,https://www.proficosmetics.ru/catalog/3073590/
Шампунь-воск для кудрявых волос увлажняющий / ELASTI-CURL Pure mild shampoo 100 мл,"Особо деликатный шампунь для тщательного очищения кудрявых, вьющихся или завитых волос. Его увлажняющая формула делает волосяной покров мягким, увеличивая его объем и блеск, без вреда для текстуры. Продукт обогащен фито-маслами с питательными и кондиционирующими свойствами, которые...",1935,https://www.proficosmetics.ru/catalog/3107222/
Шампунь многофункциональный для волос / RP UNIQONE 490 мл,"10 реальных преимуществ в одном шампуне с новой улучшенной формулой. Создан, чтобы придавать волосам потрясающую гладкость, контролировать пушистость и делать волосы послушными, блестящими и шелковистыми: 1. ВОССТАНАВЛИВАЕТ СУХИЕ И ПОВРЕЖДЕННЫЕ ВОЛОСЫ 2. УКРЕПЛЯЕТ И СНИЖАЕТ ЛОМКОСТЬ 3. УВЛАЖНЯЕТ И...",1925,https://www.proficosmetics.ru/catalog/3090226/
Шампунь с глицерином для увлажнения сухих волос / MOISTURE ME RICH 300 мл,"Шампунь Moisture Me Rich с глицерином слой за слоем увлажняет волосы, придаёт мягкость и блеск, делает волосы более послушными. Волосы получают безупречное увлажнение, благодаря восстановленному гидро-балансу. Накопительный эффект подарит ухоженный вид: живые, эластичные, послушные волосы надолго....",760,https://www.proficosmetics.ru/catalog/85399/
Шампунь с маслом ши для гладкости непослушных волос / MEGA SLEEK 300 мл,"Шампунь Mega Sleek с маслом Ши укрощает непослушные волосы, защищает от влажности, придаёт гладкость. Идеально подходит для волос с секущимися кончиками, а также окрашенных и поврежденных. Масло ши питает и придает невероятный блеск, а керамиды восстанавливают структуру волоса. Эффект виден уже...",760,https://www.proficosmetics.ru/catalog/85404/
Шампунь для восстановления поврежденных волос / RECOVERY 400 мл,"Шампунь RECOVERY создан специально для бережного очищения поврежденных волос. Уникальная моющая база обеспечивает мягкое и бережное очищение ломких, поврежденных волос, а активные ингредиенты поддерживают хрупкую структуру волоса, не дают углубляться повреждениям. Биотин оказывает благотворное...",520,https://www.proficosmetics.ru/catalog/1013738/
Шампунь с антиоксидантами для защиты цвета окрашенных волос / COLOR OBSESSED 300 мл,"Шампунь для окрашенных волос от Matrix Total Results обладает мягким и глубоким очищающим действием, придает блеск и надолго сохраняет цвет Ваших волос. Средство содержит специальные компоненты, которые восстанавливают пористые участки волосяных волокон, делают их мягкими и гладкими. Шампунь...",760,https://www.proficosmetics.ru/catalog/85388/
Шампунь с антиоксидантами для защиты цвета окрашенных волос / COLOR OBSESSED 1000 мл,"Шампунь для окрашенных волос от Matrix Total Results обладает мягким и глубоким очищающим действием, придает блеск и надолго сохраняет цвет Ваших волос. Средство содержит специальные компоненты, которые восстанавливают пористые участки волосяных волокон, делают их мягкими и гладкими. Шампунь...",1705,https://www.proficosmetics.ru/catalog/85392/
Шампунь уплотняющий для истонченных и ослабленных волос / Dercos Densi-Solutions 400 мл,"Шампунь Densi-Solutions разработан для истонченных и редеющих волос. Шампунь укрепляет и уплотняет волокно волоса, увеличивает массу волос, возвращая волосам объем и здоровый вид. Рамноза - растительный сахарид, способствует улучшению качества кожи головы и волосяных фолликулов для роста более...",2010,https://www.proficosmetics.ru/catalog/3079950/
Шампунь для восстановления волос по длине / PRO LONGER 750 мл,"Шампунь разработан специально для тех, кто мечтает о красивых и длинных волосах. Профессиональная формула направлена на восстановление плотности волоса по всей длине и сокращение секущихся кончиков до 96%. Пудровый цветочный аромат c морскими нотами переносит...",2225,https://www.proficosmetics.ru/catalog/3095487/
Шампунь для борьбы со склонными к жирности корнями и сухими кончиками / LAVANT RACINES GRASSES 1000 мл,"Специально разработанный для эффективного очищения склонной к жирности кожи головы, этот шампунь не оказывает на нее агрессивного воздействия. При этом он прекрасно восстанавливает сухие кончики волос, благодаря входящему в его состав питательному экстракту бамбука. После мытья пряди становятся...",3055,https://www.proficosmetics.ru/catalog/3046704/
Шампунь для реконструкции и глубокого восстановления волос / Keratin Pro 250 мл,"Шампунь увлажняет и питает структуру волос изнутри, сохраняя баланс влаги, возвращая волосам силу, мягкость и эластичность. Комплекс KERAVIS™ замедляет разрыв молекулярных связей в волосах, восстанавливая внутреннюю структуру. Антиоксиданты, входящие в состав аминокислот, снижают вероятность...",590,https://www.proficosmetics.ru/catalog/3064565/
Шампунь для придания блеска с маслом арганы / Argania Rise ORGANIC 250 мл,"Шампунь бережно очищает, увлажняет и питает волосы по всей длине, придавая естественный здоровый блеск. Богатое витаминами и жирными кислотами масло арганы обладает сильными свойствами антиоксиданта, нейтрализует действие свободных радикалов и защищает волосы от агрессивной окружающей среды....",590,https://www.proficosmetics.ru/catalog/3108779/
Шампунь для чувствительной кожи головы / ICE Scalp Expert 250 мл,"Шампунь для чувствительной кожи головы бережно очищает кожу головы, снижает раздражения и оставляет волосы мягкими, блестящими и шелковистыми. - Органический экстракт калины саржента - снимает воспаления и способствует заживлению мелких трещин. - Органический экстракт даурской лапчатки - обладает...",515,https://www.proficosmetics.ru/catalog/3107728/
Шампунь органический с натуральными ингредиентами / Triplex Natural Shampoo 150 мл,"Органический шампунь, содержащий в составе неагрессивную натуральную моющую основу, которая мягко очищает от повседневных загрязнений и секреции сальных желез, не повреждая волосы и кожу головы, экологически чистые экстракты и эфирные масла. Не содержит сульфатов,...",331,https://www.proficosmetics.ru/catalog/3097796/
Шампунь натуральный для волос Королевский лотос 260 мл,"Этот шампунь благодаря своему богатому натуральному составу прекрасно подойдет для всех типов волос. Подходит для ежедневного использования. Уникальная формула. Не содержит воду, консерванты парабены и синтетические пенящиеся вещества сульфаты (без SLS, SLES и др.). Натуральная моющая основа....",840,https://www.proficosmetics.ru/catalog/77711/
Шампунь натуральный для волос Тайский помело 260 мл,"Этот шампунь создан для жирных волос, для кожи головы, склонной к образованию перхоти. Уникальная формула. Не содержит воду, консерванты парабены и синтетические пенящиеся вещества сульфаты, без SLS, SLES. Натуральная моющая основа. Мягкая формула с органическими маслами и экстрактами жожоба,...",720,https://www.proficosmetics.ru/catalog/77720/
Шампунь натуральный для волос Лемонграсс 260 мл,"Уникальная формула. Не содержит воду, консерванты парабены и синтетические пенящиеся вещества сульфаты (без SLS, SLES и др.). Натуральная моющая основа. Высокая концентрация органических экстрактов и эфирных масел ЛЕМОНГРАССА, МОРСКИХ ВОДОРОСЛЕЙ, ЗЕЛЕНОГО ЧАЯ, ОГУРЦА, ГРЕЙПФРУТА, ЛАВАНДЫ, ЖОЖОБА,...",840,https://www.proficosmetics.ru/catalog/77725/
Шампунь натуральный укрепляющий для волос Мандарин 260 мл,"Уникальная формула. Не содержит воду, консерванты парабены и синтетические пенящиеся вещества сульфаты (без SLS, SLES и др.). Натуральная моющая основа. Высокая концентрация органических экстрактов и эфирных масел МАНДАРИНА, МОРСКИХ ВОДОРОСЛЕЙ, ЗЕЛЕНОГО ЧАЯ, ОГУРЦА, ГРЕЙПФРУТА, ЛАВАНДЫ, ЖОЖОБА,...",840,https://www.proficosmetics.ru/catalog/77728/
Шампунь с минералами и экстрактом жемчуга / HAIR LIGHT MINERAL PEARL Shampoo 250 мл,"Продукция линии mineralpearl подходит для всех типов волос. Волосы более объёмные, сияющие и шелковистые. Состав продуктов богат питательными веществами, благодаря которым стержень волоса получает точное и сбалансированное питание, от корней до самых кончиков. Высокая концентрация минералов глубоко...",395,https://www.proficosmetics.ru/catalog/86220/
"Шампунь укрепляющий, для мужчин / Sandal Wood with Tobacco Leaf 500 мл","Препарат включает растительный полисахарид — инулин. Выделенный из корня цикория, он смягчает воздействие поверхностно-активных веществ на структуру волос в процессе мытья, эффективно защищая ее, и способствует длительному сохранению приятного запаха чистых волос....",1725,https://www.proficosmetics.ru/catalog/86323/
Шампунь дерматологический активный против выпадения волос / BIOXIL LINE 250 мл,"Дерматологически активный шампунь против выпаденияволос. Шампунь предупреждает выпадение волос. Содержит Auxina tricologena и trimetilaxina, способствует нормальному росту волос, обогащает луковицы кислородом и улучшает циркуляцию крови. Способ применения: равномерно нанести на влажные волосы,...",1314,https://www.proficosmetics.ru/catalog/84777/
Шампунь с аргановым маслом / ARGAN Sublime 250 мл,"Питательный шампунь, содержащий уникальное аргановое масло. Обладает нежным, экзотическим ароматом, делает волосы здоровыми, шелковистыми и придает им соблазнительность. Идеально подходит для всех типов волос. Способ применения: щедро нанести на влажные волосы, сэмульгировать массирующими...",1364,https://www.proficosmetics.ru/catalog/84779/
Шампунь двойного действия для жирной кожи головы и сухих волос / CARE & TRICO 250 мл,"Специальный шампунь на основе отобранных молекул с электростатическим действием. В составе шампуня гидролизированный пшеничный протеин, пантенол и молочная кислота. Глубоко очищает кожу, удаляя излишки кожного сала, и увлажняет волосы по всей длине до самых кончиков. Активные ингредиенты:...",1185,https://www.proficosmetics.ru/catalog/95247/
Шампунь против выпадения волос / CARE & TRICO 250 мл,"Средство против выпадения волос на основе кофеина, женьшеня и эфирных масел. Очищает и способствует росту волос, стимулируя волосяные луковицы и укрепляя ослабленные волосы. Формула не содержит SLES и агрессивные поверхностно-активные вещества. Активные ингредиенты: экстракт алоэ, кофеина, масла...",1015,https://www.proficosmetics.ru/catalog/95249/
Шампунь регулирующий работу сальных желез / Double Action SEBO BALANCE SHAMPOO 250 мл,"Шампунь, регулирующий работу сальных желез, нормализует избыток кожного сала и повышенную жирность кожи головы. Способ применения: нанести на влажные волосы, помассировать кожу головы и волосы, оставить на 3-5 минут, затем смыть.",820,https://www.proficosmetics.ru/catalog/118429/
Шампунь для светлых и седых волос / Amethyste silver shampoo 250 мл,"Оттеночный шампунь для седых и светлых волос. Мягко очищает волосы и нейтрализует желтый оттенок. Придает яркий блеск и подчеркивает осветленные пряди. Нейтрализация пигмента. Анти-желтые пигменты уменьшают нежелательные желтые оттенки на предварительно осветленных, седых и затонированных волосах....",1219,https://www.proficosmetics.ru/catalog/84785/
Шампунь для светлых и седых волос / Amethyste silver shampoo 1000 мл,"Оттеночный шампунь для седых и светлых волос. Мягко очищает волосы и нейтрализует желтый оттенок. Придает яркий блеск и подчеркивает осветленные пряди. Нейтрализация пигмента. Анти-желтые пигменты уменьшают нежелательные желтые оттенки на предварительно осветленных, седых и затонированных волосах....",2407,https://www.proficosmetics.ru/catalog/119696/
Шампунь против выпадения волос / Amethyste stimulate hair loss control 250 мл,"Энергетический шампунь против выпадения волос Amethyste Stimulate Hair Loss Control. Для придания силы и укрепления тонких и выпадающих волос. Оказывает стимулирующее воздействие на кожу головы. Волосы становятся более объемными, плотными и густыми. Содержит комплекс активных компонентов (Planoxil...",985,https://www.proficosmetics.ru/catalog/84794/
Шампунь с маслом семян черного тмина для мягкого очищения волос / CHI LUXURY 739 мл,"Шампунь, обогащенный маслом черного тмина, мягко очищает волосы от загрязнений. Это экзотическое масло способствует восстановлению волос, они становятся плотнее и толще. Активные ингредиенты: масло черного тмина. Способ применения: нанести на влажные волосы. Массировать от корней к кончикам волос....",3013,https://www.proficosmetics.ru/catalog/128713/
Шампунь интенсивный энергетический с ментолом / Energy Shampoo PURIFY 100 мл,"Шампунь Purify Energy придает бодрость и свежесть, интенсивно очищает волосы и кожу головы от загрязнений. Незаменим по утрам для придания энергии на весь день, а вечером тонизирует и дарит свежесть. Нейтральный уровень pH допускает ежедневное применение",355,https://www.proficosmetics.ru/catalog/132766/
Шампунь мягко очищающий для сухих волос / Shampoo Dry Hair 250 мл,"Мягкий шампунь – первый шаг к возвращению «жизни» сухим, тусклым и ломким волосам, приданию им гладкости, сияния шелка и обеспечения надежной защиты. Кроме того, продукт выравнивает структуру волосяного стержня. Секрет – в уникальном липидном коктейле: благодаря мгновенному и пролонгированному...",1565,https://www.proficosmetics.ru/catalog/133515/
Шампунь-восстановление с экстрактом камелии и подсолнечника для окрашенных волос / SHAMPOO COLOR PROTECTION CAMELLIA & SUNFLOWER 250 мл,"Специальная формула восстанавливающего шампуня для окрашенных волос, благодаря уникальному составу масел камелии китайской и семян подсолнечника, обладает выраженными регенерирующими свойствами, сохраняет косметический цвет окрашенных волос, увлажняет и придает волосам шелковистость и блеск....",535,https://www.proficosmetics.ru/catalog/1504441/
Шампунь с гиалуроновой кислотой / HYALURONIC SHAMPOO 250 мл,"Первый шаг процедуры биоревитализации волос. Шампунь восстанавливает, питает и укрепляет структуру волос. Благодаря гиалуроновой кислоте волосы преображаются, становятся более плотными, эластичными, приобретают здоровый блеск. Ломкость волос снижается на 79%!",970,https://www.proficosmetics.ru/catalog/1529306/
"Шампунь-маска для возобновления цвета волос 531, золотистый 30 мл","531 - окрашивающий шампунь-маска с кремообразной, обволакивающей текстурой, который позволяет сэкономить ваше время (всего 5 минут), окрашивая волосы и защищая их до 4х процедур мытья волос. Даёт результаты и восхитительную профессиональную процедуру, усиливающую красоту волос. Нет времени? Есть...",230,https://www.proficosmetics.ru/catalog/1940476/
"Шампунь-маска для возобновления цвета волос 531, пепельный 275 мл","531 - окрашивающий шампунь-маска с кремообразной, обволакивающей текстурой, который позволяет сэкономить ваше время (всего 5 минут), окрашивая волосы и защищая их до 4х процедур мытья волос. Даёт результаты и восхитительную профессиональную процедуру, усиливающую красоту волос. Нет времени? Есть...",2270,https://www.proficosmetics.ru/catalog/1940483/
Шампунь сухой для мгновенного придания объема / NOW SET UP 200 мл,Шампунь сухой для мгновенного придания объема NOW SET UP делает волосы чистыми и свежими без применения воды! Позволяет легко создать объем. Впитывает жир и запахи.,1740,https://www.proficosmetics.ru/catalog/2755128/
Шампунь увлажняющий для волос / DRY HAIR SHAMPOO 1000 мл,"Шампунь DRY HAIR SHAMPOO содержит аминокислоты обеспечивающие глубокое увлажнение, придает волосам блеск и мягкость.",743,https://www.proficosmetics.ru/catalog/2768216/
"Шампунь с растительным углем, маслами лаванды и иланг-иланга для волос подверженных стрессу / ARGABETA Shampoo DETOX 250 мл","Шампунь предназначен для ухода за волосами, подверженными стрессу и негативному влиянию окружающей среды. Способствует выводу токсинов, очищению волос и кожи головы от загрязнений, оказывает успокаивающее действие на кожу волосистой части головы, тонизирует волосы, придает им естественный живой...",920,https://www.proficosmetics.ru/catalog/2946339/
"Шампунь с растительным углем, маслами лаванды и иланг-иланга для волос подверженных стрессу / ARGABETA Shampoo DETOX 500 мл","Шампунь предназначен для ухода за волосами, подверженными стрессу и негативному влиянию окружающей среды. Способствует выводу токсинов, очищению волос и кожи головы от загрязнений, оказывает успокаивающее действие на кожу волосистой части головы, тонизирует волосы, придает им естественный живой...",1340,https://www.proficosmetics.ru/catalog/2946340/
